Department,Designation,Experience,CollegeTier,Salary
Finance,Intern,2,Tier 2,328509
HR,Manager,13,Tier 2,1860222
Marketing,Senior Dev,7,Tier 1,1289476
Marketing,Intern,14,Tier 1,1322732
IT,Senior Dev,12,Tier 1,1629968
IT,Analyst,2,Tier 2,441275
Marketing,Manager,5,Tier 2,1303269
Operations,Director,16,Tier 3,2130406
Finance,Senior Dev,1,Tier 3,652553
Operations,Senior Dev,14,Tier 2,1598036
HR,Senior Dev,19,Tier 1,2149485
Finance,Lead,5,Tier 1,1222618
HR,Associate,17,Tier 2,1554673
Finance,Analyst,3,Tier 1,609696
Finance,Associate,13,Tier 2,1326829
HR,Senior Dev,12,Tier 1,1634719
Finance,Intern,11,Tier 3,873894
Finance,Lead,14,Tier 3,1522306
HR,Lead,10,Tier 2,1415086
Marketing,Lead,11,Tier 1,1697042
Marketing,Manager,16,Tier 2,2067618
Finance,Manager,18,Tier 1,2463323
IT,Senior Dev,3,Tier 3,759890
Sales,Manager,15,Tier 1,2230283
HR,Director,7,Tier 1,2041999
IT,Manager,16,Tier 1,2342466
Support,Lead,17,Tier 3,1727952
Operations,Analyst,2,Tier 3,427663
Operations,Manager,3,Tier 2,1202172
Marketing,Analyst,5,Tier 2,677929
HR,Analyst,13,Tier 1,1354724
HR,Analyst,15,Tier 3,1199134
IT,Associate,14,Tier 3,1257101
Marketing,Director,3,Tier 1,1728575
Operations,Analyst,15,Tier 2,1294827
Sales,Senior Dev,15,Tier 2,1633699
Support,Analyst,12,Tier 3,1037961
Operations,Director,12,Tier 3,1895313
Marketing,Associate,2,Tier 1,669909
HR,Director,7,Tier 1,1999887
Finance,Senior Dev,14,Tier 1,1815226
IT,Analyst,8,Tier 2,831558
Marketing,Senior Dev,12,Tier 2,1472113
Support,Analyst,7,Tier 1,925878
IT,Senior Dev,11,Tier 2,1391186
Sales,Senior Dev,6,Tier 1,1203769
HR,Director,15,Tier 1,2648218
IT,Manager,9,Tier 2,1581877
Support,Director,17,Tier 3,2221601
Finance,Intern,4,Tier 1,536244
HR,Director,6,Tier 3,1553099
Sales,Director,1,Tier 3,1267034
Sales,Associate,12,Tier 1,1389094
Support,Intern,4,Tier 1,530589
IT,Lead,5,Tier 1,1279319
Operations,Associate,13,Tier 3,1189531
Support,Intern,3,Tier 2,391164
HR,Lead,5,Tier 3,1011247
Marketing,Intern,9,Tier 2,803601
HR,Lead,14,Tier 3,1560599
Sales,Intern,8,Tier 2,768916
Sales,Director,9,Tier 2,1942579
Marketing,Senior Dev,5,Tier 2,962671
Operations,Director,2,Tier 1,1672329
Operations,Manager,10,Tier 1,1849906
Marketing,Director,16,Tier 1,2710031
Operations,Director,3,Tier 2,1509438
IT,Intern,3,Tier 1,488856
IT,Associate,8,Tier 3,891938
Sales,Intern,4,Tier 2,513807
Finance,Director,5,Tier 3,1497938
IT,Manager,0,Tier 2,980435
HR,Associate,15,Tier 3,1289190
Finance,Senior Dev,10,Tier 2,1340124
Operations,Analyst,9,Tier 2,948786
Sales,Analyst,8,Tier 1,1001635
Marketing,Lead,11,Tier 3,1355174
Operations,Associate,13,Tier 3,1199376
IT,Intern,17,Tier 3,1237216
Marketing,Associate,8,Tier 2,963416
Sales,Senior Dev,9,Tier 1,1445258
Support,Lead,14,Tier 3,1523380
Marketing,Intern,14,Tier 3,1045699
Support,Lead,1,Tier 3,761980
Marketing,Analyst,15,Tier 3,1199166
IT,Analyst,9,Tier 1,1020717
IT,Associate,9,Tier 1,1170592
Sales,Analyst,13,Tier 3,1080009
Finance,Senior Dev,8,Tier 1,1353816
Marketing,Associate,13,Tier 3,1161618
Finance,Analyst,19,Tier 1,1796671
IT,Lead,1,Tier 1,962761
Support,Analyst,2,Tier 2,470346
Operations,Senior Dev,10,Tier 2,1340772
Operations,Senior Dev,12,Tier 1,1647526
Operations,Lead,16,Tier 3,1632941
Marketing,Analyst,1,Tier 1,467947
IT,Senior Dev,9,Tier 1,1420553
Support,Director,10,Tier 2,1975359
Operations,Director,16,Tier 2,2401026
Sales,Lead,17,Tier 3,1740164
Operations,Senior Dev,15,Tier 3,1517365
Finance,Director,11,Tier 2,2020586
Sales,Director,14,Tier 3,2051198
IT,Senior Dev,15,Tier 3,1505113
HR,Manager,11,Tier 3,1562443
Finance,Senior Dev,12,Tier 2,1452595
IT,Intern,6,Tier 2,591877
Operations,Analyst,1,Tier 1,468601
Operations,Lead,14,Tier 1,1927766
Support,Senior Dev,7,Tier 2,1124006
Marketing,Analyst,14,Tier 1,1407205
Support,Associate,7,Tier 3,835947
Finance,Analyst,11,Tier 2,1042524
IT,Intern,10,Tier 2,850016
Sales,Lead,16,Tier 1,2065855
Sales,Associate,3,Tier 1,720095
Operations,Associate,4,Tier 2,723241
Marketing,Director,15,Tier 2,2332003
Finance,Analyst,14,Tier 2,1252747
IT,Associate,4,Tier 1,828269
Support,Senior Dev,15,Tier 2,1675053
Operations,Analyst,9,Tier 3,811094
IT,Director,12,Tier 1,2426499
Support,Associate,4,Tier 1,793324
Finance,Lead,2,Tier 3,793982
Finance,Manager,3,Tier 1,1335790
HR,Analyst,13,Tier 1,1374707
Marketing,Senior Dev,18,Tier 3,1662748
Operations,Intern,9,Tier 3,713092
Operations,Lead,4,Tier 3,969418
IT,Analyst,19,Tier 3,1434860
IT,Senior Dev,19,Tier 2,1898616
Marketing,Associate,5,Tier 1,849926
Marketing,Intern,3,Tier 1,448969
Operations,Manager,15,Tier 1,2259876
HR,Senior Dev,3,Tier 2,844428
Finance,Analyst,18,Tier 1,1715950
HR,Manager,1,Tier 2,1067789
Operations,Associate,3,Tier 2,643349
Marketing,Associate,19,Tier 2,1694062
Support,Senior Dev,3,Tier 2,873896
Finance,Director,6,Tier 3,1561730
Operations,Analyst,18,Tier 1,1708861
Operations,Director,5,Tier 2,1668243
HR,Analyst,14,Tier 2,1260174
Finance,Manager,19,Tier 2,2264184
HR,Director,3,Tier 2,1491121
IT,Lead,17,Tier 3,1718164
Support,Senior Dev,19,Tier 1,2204222
HR,Intern,10,Tier 1,973748
Operations,Analyst,3,Tier 2,542331
Operations,Associate,1,Tier 1,576308
Support,Analyst,9,Tier 3,849560
Support,Analyst,9,Tier 1,1066686
IT,Associate,6,Tier 2,810675
Marketing,Associate,18,Tier 2,1639449
Operations,Associate,2,Tier 2,552680
Operations,Senior Dev,18,Tier 2,1844206
Support,Senior Dev,1,Tier 2,716666
Operations,Senior Dev,19,Tier 1,2146161
Support,Senior Dev,1,Tier 2,751489
Finance,Manager,16,Tier 2,2054751
Operations,Lead,15,Tier 3,1610975
Operations,Senior Dev,13,Tier 1,1709758
Support,Director,10,Tier 1,2251831
Marketing,Analyst,0,Tier 2,337770
HR,Manager,3,Tier 3,1102550
IT,Intern,14,Tier 1,1294881
IT,Senior Dev,11,Tier 1,1580422
Operations,Intern,16,Tier 3,1153776
Sales,Analyst,10,Tier 3,887755
Marketing,Associate,0,Tier 2,447422
IT,Senior Dev,9,Tier 3,1133238
Operations,Lead,1,Tier 3,760313
IT,Analyst,3,Tier 3,508475
HR,Associate,18,Tier 1,1859321
Sales,Intern,10,Tier 3,814327
IT,Manager,17,Tier 1,2416250
Sales,Lead,10,Tier 2,1439404
Finance,Lead,2,Tier 3,806395
HR,Manager,2,Tier 3,992537
Finance,Lead,16,Tier 1,2063613
Finance,Manager,1,Tier 2,1050368
Operations,Lead,15,Tier 1,1984209
IT,Manager,19,Tier 1,2576997
Sales,Associate,9,Tier 3,918635
Sales,Analyst,9,Tier 2,939863
Marketing,Senior Dev,0,Tier 2,671804
Marketing,Analyst,8,Tier 1,1003741
Marketing,Director,9,Tier 2,1935502
Operations,Director,4,Tier 3,1427653
HR,Director,15,Tier 1,2629028
Marketing,Intern,19,Tier 3,1366049
Marketing,Intern,10,Tier 1,999978
Finance,Senior Dev,8,Tier 1,1349007
Support,Analyst,1,Tier 3,378287
Operations,Analyst,1,Tier 1,475307
Marketing,Analyst,7,Tier 2,818392
Marketing,Intern,11,Tier 1,1096033
Sales,Lead,8,Tier 3,1175097
Marketing,Lead,1,Tier 1,942191
Marketing,Analyst,19,Tier 3,1417206
IT,Manager,1,Tier 2,1054992
IT,Associate,18,Tier 3,1465995
Finance,Intern,3,Tier 3,394439
Sales,Intern,1,Tier 3,256270
Finance,Associate,13,Tier 2,1316321
HR,Associate,14,Tier 1,1534859
IT,Lead,4,Tier 2,1035899
HR,Intern,19,Tier 3,1312172
Support,Intern,6,Tier 2,602663
Support,Associate,9,Tier 1,1164053
Sales,Lead,13,Tier 2,1628564
Marketing,Intern,17,Tier 3,1249095
Operations,Analyst,13,Tier 1,1341153
Sales,Director,11,Tier 2,2045845
HR,Manager,5,Tier 2,1343283
IT,Analyst,12,Tier 2,1105731
Sales,Lead,13,Tier 3,1493646
Marketing,Analyst,15,Tier 3,1216435
Marketing,Senior Dev,0,Tier 2,657564
Finance,Manager,3,Tier 1,1327697
Support,Associate,5,Tier 1,853386
IT,Director,12,Tier 2,2135370
Marketing,Analyst,15,Tier 2,1337802
Operations,Senior Dev,4,Tier 2,904900
Sales,Lead,7,Tier 2,1257026
IT,Analyst,13,Tier 1,1354782
Marketing,Intern,13,Tier 3,962997
Operations,Director,11,Tier 1,2353255
HR,Intern,16,Tier 3,1137148
HR,Lead,13,Tier 3,1468748
Marketing,Director,6,Tier 1,1940013
Support,Intern,14,Tier 2,1168827
Sales,Associate,16,Tier 2,1491256
Operations,Associate,14,Tier 2,1371419
HR,Manager,1,Tier 2,1066708
Sales,Lead,12,Tier 2,1568634
Support,Associate,19,Tier 2,1687382
HR,Lead,7,Tier 1,1426063
IT,Director,13,Tier 1,2482710
Marketing,Senior Dev,10,Tier 2,1290864
Operations,Analyst,2,Tier 2,490128
Support,Intern,18,Tier 3,1287997
Sales,Analyst,7,Tier 3,734940
Marketing,Manager,19,Tier 2,2257298
Sales,Analyst,4,Tier 1,693328
Finance,Senior Dev,5,Tier 3,879726
Finance,Manager,1,Tier 3,944252
Finance,Intern,4,Tier 3,447371
Marketing,Intern,7,Tier 3,632230
Finance,Senior Dev,0,Tier 2,662467
Finance,Analyst,11,Tier 1,1216934
Marketing,Analyst,10,Tier 3,917014
Sales,Manager,14,Tier 3,1722853
IT,Intern,10,Tier 3,819052
Marketing,Analyst,15,Tier 3,1209522
HR,Analyst,19,Tier 3,1460733
Support,Analyst,2,Tier 3,408624
Marketing,Manager,14,Tier 2,1908704
Finance,Analyst,16,Tier 3,1259377
IT,Analyst,19,Tier 2,1561493
Finance,Director,7,Tier 3,1624844
Operations,Associate,15,Tier 2,1402994
HR,Manager,0,Tier 1,1142234
Support,Intern,2,Tier 2,349332
Sales,Associate,11,Tier 3,1037371
Support,Associate,19,Tier 2,1682028
IT,Manager,19,Tier 2,2249912
Finance,Intern,6,Tier 2,632851
IT,Senior Dev,18,Tier 1,2090469
Marketing,Associate,18,Tier 2,1638037
Support,Intern,12,Tier 3,947514
Sales,Lead,12,Tier 2,1578988
Marketing,Manager,19,Tier 1,2538542
Finance,Lead,12,Tier 2,1586314
Operations,Lead,18,Tier 1,2215423
Finance,Director,19,Tier 2,2588231
HR,Associate,9,Tier 2,1021241
Operations,Lead,15,Tier 3,1593154
Sales,Intern,10,Tier 3,826396
Finance,Associate,8,Tier 3,863331
Marketing,Manager,18,Tier 3,1969183
HR,Analyst,6,Tier 1,834346
Sales,Associate,11,Tier 2,1190478
Marketing,Lead,13,Tier 1,1870954
HR,Analyst,9,Tier 2,909882
Operations,Associate,5,Tier 2,759041
Operations,Lead,10,Tier 1,1647498
Operations,Senior Dev,5,Tier 2,993709
Finance,Director,19,Tier 2,2548837
Support,Associate,16,Tier 3,1354489
Finance,Intern,0,Tier 2,238994
Operations,Senior Dev,7,Tier 3,1002615
Sales,Manager,19,Tier 2,2267109
IT,Associate,14,Tier 2,1334375
Operations,Director,6,Tier 1,1940746
Sales,Lead,6,Tier 2,1180348
Operations,Lead,3,Tier 1,1112904
IT,Associate,11,Tier 2,1143833
Marketing,Analyst,5,Tier 1,750573
Operations,Lead,11,Tier 3,1370874
HR,Lead,18,Tier 1,2229420
Support,Director,4,Tier 3,1463044
Marketing,Senior Dev,15,Tier 3,1521064
Finance,Intern,12,Tier 2,990792
IT,Analyst,19,Tier 3,1425989
Finance,Associate,3,Tier 3,559290
Marketing,Lead,16,Tier 2,1810342
HR,Director,13,Tier 1,2458945
HR,Senior Dev,10,Tier 1,1500133
Finance,Lead,8,Tier 2,1308150
Marketing,Associate,12,Tier 2,1243750
IT,Associate,17,Tier 1,1785475
HR,Senior Dev,10,Tier 2,1321086
Marketing,Manager,18,Tier 1,2452008
Operations,Director,3,Tier 2,1515405
Support,Director,13,Tier 2,2184386
Support,Senior Dev,16,Tier 2,1699007
IT,Analyst,13,Tier 3,1082157
Support,Lead,19,Tier 2,2029932
IT,Associate,12,Tier 1,1384414
HR,Lead,13,Tier 2,1612327
Finance,Analyst,18,Tier 2,1502693
Marketing,Director,9,Tier 2,1933658
Finance,Lead,14,Tier 2,1679540
Operations,Associate,19,Tier 3,1535081
Support,Associate,5,Tier 2,751350
HR,Manager,9,Tier 1,1806358
Finance,Associate,16,Tier 3,1358369
Finance,Intern,16,Tier 1,1437576
Support,Analyst,9,Tier 1,1037848
IT,Associate,6,Tier 3,751999
Operations,Lead,17,Tier 1,2133029
Sales,Senior Dev,19,Tier 2,1942016
Sales,Analyst,0,Tier 2,305867
IT,Intern,1,Tier 2,257539
Support,Associate,16,Tier 2,1483027
Support,Senior Dev,10,Tier 1,1478693
HR,Director,3,Tier 1,1751832
HR,Associate,6,Tier 2,862497
Support,Associate,8,Tier 1,1100908
Finance,Manager,2,Tier 2,1124263
Finance,Senior Dev,18,Tier 2,1869491
Support,Intern,17,Tier 1,1503947
HR,Manager,10,Tier 1,1883170
Finance,Associate,13,Tier 3,1198785
IT,Director,15,Tier 2,2291618
Marketing,Associate,14,Tier 1,1536122
Sales,Lead,3,Tier 3,870900
Operations,Analyst,16,Tier 1,1597774
Finance,Director,15,Tier 3,2075037
Sales,Lead,15,Tier 1,1985848
HR,Associate,3,Tier 2,655645
IT,Senior Dev,10,Tier 2,1344337
Marketing,Lead,11,Tier 1,1676411
Finance,Intern,3,Tier 1,475225
IT,Director,6,Tier 3,1569164
Finance,Analyst,0,Tier 2,343390
Support,Director,12,Tier 3,1896533
IT,Lead,5,Tier 2,1077211
Operations,Intern,7,Tier 3,601927
Finance,Analyst,18,Tier 1,1704316
Finance,Lead,17,Tier 1,2130846
Finance,Intern,4,Tier 3,456621
Support,Lead,9,Tier 1,1522080
HR,Intern,9,Tier 2,840548
IT,Analyst,11,Tier 1,1177797
Support,Lead,6,Tier 3,1063672
IT,Manager,11,Tier 3,1572742
Marketing,Lead,0,Tier 3,728090
IT,Lead,14,Tier 3,1555825
Sales,Associate,19,Tier 1,1900606
Marketing,Associate,11,Tier 3,1054849
Operations,Lead,2,Tier 1,1053502
HR,Senior Dev,10,Tier 2,1338849
Marketing,Intern,11,Tier 1,1078189
HR,Senior Dev,4,Tier 3,835785
Sales,Senior Dev,0,Tier 1,752698
Operations,Analyst,10,Tier 2,964675
IT,Intern,17,Tier 1,1522843
Sales,Intern,16,Tier 3,1159793
Finance,Lead,1,Tier 1,939627
Sales,Analyst,5,Tier 2,656025
Support,Intern,15,Tier 2,1202366
HR,Associate,13,Tier 1,1450798
HR,Intern,18,Tier 1,1612614
Sales,Director,16,Tier 3,2187608
Operations,Intern,12,Tier 2,988559
Support,Associate,4,Tier 2,693158
IT,Senior Dev,4,Tier 2,916057
Marketing,Associate,9,Tier 3,922070
Sales,Manager,14,Tier 2,1924902
Sales,Analyst,14,Tier 3,1115506
Finance,Analyst,18,Tier 3,1385163
Sales,Manager,14,Tier 3,1718226
Support,Associate,5,Tier 1,850515
HR,Manager,14,Tier 1,2181133
HR,Lead,12,Tier 3,1422092
Sales,Associate,18,Tier 1,1839522
IT,Intern,7,Tier 3,613047
Sales,Lead,19,Tier 3,1847038
Operations,Intern,3,Tier 3,392674
Sales,Associate,2,Tier 2,558940
Sales,Intern,7,Tier 1,802174
Finance,Associate,15,Tier 2,1438220
IT,Associate,2,Tier 1,672719
Marketing,Lead,8,Tier 1,1498051
Marketing,Senior Dev,13,Tier 3,1406652
IT,Analyst,6,Tier 2,698062
Finance,Intern,6,Tier 1,728981
IT,Manager,1,Tier 3,949880
Finance,Manager,16,Tier 3,1844308
Finance,Manager,11,Tier 2,1716720
Marketing,Manager,9,Tier 2,1563706
Finance,Analyst,15,Tier 3,1179837
HR,Analyst,7,Tier 1,922151
IT,Lead,16,Tier 2,1832824
Marketing,Lead,17,Tier 3,1737115
Support,Senior Dev,16,Tier 1,1946299
Sales,Intern,13,Tier 3,980063
Finance,Intern,13,Tier 1,1251232
Sales,Manager,3,Tier 2,1160936
Sales,Manager,10,Tier 1,1873805
Marketing,Director,14,Tier 1,2568068
Sales,Analyst,10,Tier 1,1122672
Sales,Lead,17,Tier 2,1914413
Finance,Associate,12,Tier 3,1149213
IT,Senior Dev,17,Tier 2,1800442
Marketing,Intern,18,Tier 3,1251079
Operations,Senior Dev,14,Tier 1,1825432
IT,Associate,7,Tier 2,887327
HR,Director,19,Tier 2,2603872
Sales,Analyst,3,Tier 2,515197
IT,Intern,1,Tier 2,258031
HR,Director,2,Tier 1,1661863
HR,Intern,5,Tier 2,534287
Operations,Lead,15,Tier 2,1762230
HR,Director,12,Tier 3,1893340
Support,Intern,4,Tier 3,458664
HR,Director,19,Tier 2,2545141
HR,Intern,17,Tier 3,1247710
Operations,Director,17,Tier 2,2454049
Operations,Associate,9,Tier 3,944806
Support,Manager,12,Tier 3,1622113
IT,Associate,14,Tier 1,1562814
Marketing,Lead,11,Tier 1,1719646
Finance,Lead,12,Tier 3,1419809
Operations,Senior Dev,14,Tier 2,1588552
Support,Intern,10,Tier 1,991650
HR,Lead,2,Tier 1,1004190
HR,Lead,13,Tier 2,1627709
Support,Director,12,Tier 2,2091643
Marketing,Senior Dev,8,Tier 2,1203760
IT,Lead,18,Tier 2,1984234
Finance,Senior Dev,18,Tier 1,2112833
HR,Senior Dev,11,Tier 3,1250918
Support,Senior Dev,0,Tier 2,632962
Support,Manager,19,Tier 2,2273644
Support,Associate,16,Tier 2,1522356
Operations,Manager,2,Tier 2,1105921
IT,Manager,2,Tier 2,1109575
Finance,Analyst,15,Tier 3,1215349
Operations,Intern,12,Tier 3,905997
Support,Lead,15,Tier 2,1753067
Sales,Associate,15,Tier 3,1290923
Sales,Lead,12,Tier 1,1747887
Sales,Intern,11,Tier 3,872422
HR,Director,7,Tier 3,1618756
HR,Associate,8,Tier 3,860304
Support,Senior Dev,5,Tier 3,874758
Sales,Director,18,Tier 3,2281658
Support,Senior Dev,10,Tier 1,1507782
HR,Associate,12,Tier 2,1202490
HR,Manager,17,Tier 3,1895974
Operations,Senior Dev,14,Tier 1,1789680
Operations,Senior Dev,6,Tier 2,1047398
IT,Manager,12,Tier 1,2030755
Operations,Director,17,Tier 2,2415159
Support,Associate,18,Tier 2,1627351
Finance,Senior Dev,18,Tier 3,1667065
Sales,Manager,6,Tier 3,1231073
HR,Associate,15,Tier 3,1288771
HR,Analyst,5,Tier 2,672330
IT,Senior Dev,8,Tier 2,1162340
Marketing,Analyst,12,Tier 2,1108184
Operations,Director,7,Tier 1,1997159
Finance,Associate,12,Tier 2,1215900
Operations,Associate,16,Tier 2,1480678
HR,Lead,19,Tier 1,2317204
Support,Director,16,Tier 3,2138219
Finance,Manager,8,Tier 2,1539137
Operations,Analyst,17,Tier 2,1430488
Support,Manager,5,Tier 1,1514362
IT,Senior Dev,5,Tier 3,870901
IT,Manager,12,Tier 1,2037058
Operations,Senior Dev,13,Tier 2,1490881
Finance,Intern,7,Tier 1,790826
Sales,Intern,2,Tier 1,387632
HR,Associate,18,Tier 3,1495201
Sales,Senior Dev,16,Tier 2,1745251
HR,Intern,12,Tier 3,940210
Support,Intern,0,Tier 1,242499
Operations,Analyst,12,Tier 1,1249603
Support,Intern,10,Tier 3,789937
Support,Analyst,15,Tier 1,1496337
Operations,Associate,18,Tier 2,1602818
Support,Associate,15,Tier 3,1277349
Finance,Associate,18,Tier 3,1477464
Sales,Lead,0,Tier 3,726361
Operations,Analyst,18,Tier 2,1525344
IT,Senior Dev,1,Tier 1,813255
Sales,Senior Dev,11,Tier 3,1277975
HR,Director,17,Tier 2,2427905
Operations,Lead,12,Tier 2,1572581
Finance,Director,5,Tier 2,1634175
Marketing,Intern,8,Tier 1,826191
HR,Senior Dev,10,Tier 2,1308982
Operations,Analyst,9,Tier 1,1070185
Support,Lead,19,Tier 2,2051617
HR,Manager,19,Tier 3,2047244
Operations,Associate,8,Tier 2,987630
Support,Associate,14,Tier 3,1210515
Operations,Associate,7,Tier 2,904264
IT,Senior Dev,12,Tier 3,1336216
Operations,Director,3,Tier 3,1377856
Finance,Manager,15,Tier 3,1778334
Marketing,Senior Dev,2,Tier 3,696008
Finance,Manager,19,Tier 1,2550966
Support,Associate,4,Tier 1,770787
Operations,Manager,14,Tier 3,1719873
Finance,Analyst,14,Tier 1,1415225
HR,Senior Dev,12,Tier 3,1329683
Finance,Senior Dev,9,Tier 2,1231788
IT,Lead,9,Tier 3,1254220
Operations,Intern,8,Tier 3,679703
IT,Intern,2,Tier 3,338623
Sales,Intern,13,Tier 3,965103
Operations,Associate,8,Tier 1,1116045
Marketing,Lead,10,Tier 2,1438498
IT,Director,4,Tier 3,1421772
Support,Senior Dev,9,Tier 1,1444036
Marketing,Director,3,Tier 3,1403623
HR,Manager,12,Tier 3,1642491
Marketing,Intern,4,Tier 3,439769
Marketing,Manager,8,Tier 3,1397411
HR,Analyst,6,Tier 3,657777
HR,Intern,6,Tier 3,589175
Marketing,Lead,6,Tier 2,1153558
Sales,Lead,13,Tier 3,1450178
Marketing,Analyst,4,Tier 3,530470
Support,Senior Dev,17,Tier 2,1777363
Sales,Analyst,11,Tier 1,1201926
Finance,Intern,16,Tier 3,1167356
Operations,Senior Dev,1,Tier 2,699084
Marketing,Senior Dev,6,Tier 3,930731
IT,Director,9,Tier 2,1912022
HR,Director,5,Tier 1,1856970
IT,Intern,2,Tier 1,399265
Marketing,Senior Dev,10,Tier 2,1292933
Marketing,Senior Dev,19,Tier 1,2170791
Operations,Manager,4,Tier 2,1229074
Marketing,Senior Dev,18,Tier 1,2070893
Finance,Manager,14,Tier 2,1903773
Marketing,Intern,15,Tier 1,1365863
Sales,Associate,8,Tier 1,1105139
Finance,Intern,14,Tier 2,1167464
IT,Associate,11,Tier 3,1061670
Operations,Lead,2,Tier 2,911094
HR,Lead,13,Tier 3,1506240
IT,Senior Dev,18,Tier 3,1685685
Marketing,Manager,3,Tier 2,1214838
Finance,Director,18,Tier 2,2504928
Sales,Associate,15,Tier 2,1457454
HR,Intern,7,Tier 3,644962
IT,Director,7,Tier 1,2031561
Finance,Director,15,Tier 2,2295859
Support,Intern,18,Tier 1,1571577
IT,Manager,16,Tier 3,1858350
Sales,Director,12,Tier 1,2411932
IT,Associate,6,Tier 2,837898
Finance,Senior Dev,9,Tier 1,1405785
Support,Associate,3,Tier 3,603144
Operations,Associate,5,Tier 3,687297
Sales,Director,5,Tier 2,1639581
Operations,Lead,16,Tier 2,1811511
Operations,Manager,10,Tier 1,1893665
Marketing,Intern,18,Tier 2,1385037
Support,Intern,1,Tier 2,298267
HR,Lead,2,Tier 1,1008386
IT,Manager,5,Tier 2,1344460
Finance,Associate,13,Tier 3,1173474
Finance,Intern,15,Tier 1,1392124
IT,Senior Dev,6,Tier 2,1066157
IT,Analyst,7,Tier 3,712706
Operations,Director,19,Tier 3,2362335
Operations,Associate,6,Tier 1,935240
Sales,Intern,12,Tier 1,1156736
Finance,Manager,7,Tier 1,1637719
Marketing,Analyst,3,Tier 1,614066
Sales,Manager,2,Tier 1,1265213
HR,Lead,12,Tier 1,1745615
Support,Manager,6,Tier 2,1407482
HR,Associate,0,Tier 2,460906
HR,Senior Dev,15,Tier 2,1651973
Finance,Manager,6,Tier 2,1376651
Finance,Lead,8,Tier 2,1314202
Marketing,Lead,10,Tier 2,1438185
Marketing,Manager,0,Tier 3,878881
Support,Lead,3,Tier 2,972980
Finance,Manager,8,Tier 3,1404970
IT,Analyst,16,Tier 1,1573386
IT,Senior Dev,15,Tier 1,1862796
Operations,Associate,15,Tier 1,1609559
HR,Manager,2,Tier 1,1278139
Marketing,Analyst,14,Tier 2,1262333
HR,Senior Dev,2,Tier 3,698307
Operations,Intern,13,Tier 1,1228214
Support,Associate,15,Tier 1,1606516
IT,Manager,16,Tier 1,2347091
Sales,Analyst,19,Tier 3,1457766
Marketing,Director,17,Tier 3,2199265
Finance,Senior Dev,13,Tier 2,1540721
Finance,Lead,14,Tier 2,1699918
IT,Analyst,5,Tier 3,585386
IT,Director,14,Tier 1,2557425
IT,Intern,3,Tier 2,431254
HR,Lead,7,Tier 1,1422814
HR,Director,2,Tier 2,1443181
Sales,Analyst,14,Tier 3,1131452
Finance,Director,8,Tier 3,1690801
Operations,Associate,7,Tier 2,913311
Sales,Senior Dev,19,Tier 1,2174424
Finance,Senior Dev,12,Tier 3,1331984
Support,Intern,1,Tier 3,276525
Sales,Intern,14,Tier 1,1296957
Finance,Senior Dev,1,Tier 2,738065
IT,Associate,6,Tier 2,811596
Marketing,Senior Dev,5,Tier 2,978445
Marketing,Intern,7,Tier 2,700474
Finance,Associate,1,Tier 3,443668
Finance,Associate,13,Tier 1,1460960
IT,Associate,19,Tier 3,1561796
Marketing,Lead,2,Tier 3,818132
Marketing,Associate,15,Tier 1,1601449
HR,Associate,16,Tier 1,1679130
IT,Director,16,Tier 1,2711401
Marketing,Senior Dev,1,Tier 3,661875
Finance,Manager,6,Tier 3,1264273
HR,Lead,5,Tier 3,980832
Marketing,Associate,6,Tier 2,855112
Finance,Associate,4,Tier 1,793620
Sales,Associate,19,Tier 2,1711551
HR,Senior Dev,15,Tier 1,1892922
Finance,Lead,8,Tier 3,1177812
Marketing,Analyst,7,Tier 2,788312
Sales,Senior Dev,4,Tier 2,895449
Sales,Intern,1,Tier 2,313608
Operations,Lead,10,Tier 3,1305427
Operations,Director,1,Tier 2,1414806
Support,Intern,5,Tier 1,638258
Finance,Senior Dev,13,Tier 3,1359824
Sales,Intern,17,Tier 3,1216950
Sales,Director,0,Tier 2,1329008
Operations,Director,0,Tier 2,1290215
Sales,Analyst,3,Tier 2,509523
Finance,Associate,17,Tier 1,1768834
Support,Manager,10,Tier 1,1888066
Sales,Associate,0,Tier 2,469675
Sales,Senior Dev,9,Tier 2,1257896
HR,Lead,3,Tier 1,1110635
Marketing,Director,5,Tier 1,1896517
Operations,Manager,15,Tier 1,2224897
Finance,Intern,17,Tier 3,1233881
Operations,Intern,16,Tier 1,1467116
Support,Manager,17,Tier 2,2117509
Sales,Lead,12,Tier 1,1751256
Finance,Associate,4,Tier 2,698746
Operations,Analyst,6,Tier 1,832052
Finance,Analyst,9,Tier 3,856032
Operations,Associate,14,Tier 3,1233185
Sales,Manager,18,Tier 3,1952809
Operations,Associate,1,Tier 1,586785
IT,Analyst,3,Tier 1,612818
Finance,Lead,6,Tier 1,1301391
Support,Analyst,17,Tier 2,1435929
Operations,Manager,6,Tier 3,1259991
IT,Manager,5,Tier 1,1507333
Finance,Analyst,0,Tier 3,324339
Support,Senior Dev,13,Tier 3,1378464
Marketing,Senior Dev,19,Tier 1,2176601
IT,Analyst,10,Tier 1,1096820
Support,Associate,13,Tier 1,1496720
Support,Senior Dev,14,Tier 3,1444635
HR,Senior Dev,9,Tier 1,1451754
Finance,Associate,18,Tier 3,1494229
Finance,Associate,19,Tier 3,1548871
HR,Director,5,Tier 2,1649511
HR,Associate,0,Tier 2,458821
